proposal_id,text
P00201,"Help document public building maintenance needs for schools, anganwadis, and health sub-centres in Ganga Khand. Students will inspect basics like roofs, toilets, and electrical safety and share a concise report."
P00202,"Plan a WASH in schools improvement drive in Bhagirathi Pur. Students will inspect toilets, handwashing facilities, and drinking water points, and co-create improvement ideas with teachers and children."
P00203,"Support baseline and endline studies for a new Gram Sahayta initiative in Saraswati Nagar. Students will design questionnaires, manage mobile data collection, and assist in data cleaning and analysis."
P00204,"Pilot household water treatment and safe storage practices in one hamlet of Devnagar. The team will identify volunteer households, demonstrate low-cost treatment options, and track changes over one month."
P00205,"Develop a basic village information system for Saraswati Nagar integrating household survey data, WASH assets, and roads using GIS and simple dashboards. The focus is on clear, printable maps and summary tables."
P00206,"Support baseline and endline studies for a new Gram Sahayta initiative in Devnagar. Students will design questionnaires, manage mobile data collection, and assist in data cleaning and analysis."
P00207,"Support common land development and pasture management planning in Panchvati Kalan. Students will map existing uses, discuss needs with herders, and suggest soil and moisture conservation measures."
P00208,"Support solar street lighting maintenance in lanes of Lakshmipur. Students will survey non-functional lights, categorize faults, and suggest a low-cost maintenance schedule for the panchayat."
P00209,"Support low-cost housing construction quality monitoring for PMAY houses in Rampur Gram Panchayat. The project includes checking plinth levels, basic reinforcement details, and usable toilet provision."
P00210,Plan a village-wide drinking water quality assessment in Suryapur. The project will test handpumps and standposts for basic parameters and record sanitary risks around each source. Students must design simple feedback cards for households and share results with the panchayat.
P00211,"Assist in gram sabha facilitation in Saraswati Nagar by designing agenda posters, helping record minutes, and tracking agreed action points with timelines."
P00212,"Support self-help group strengthening in Krishi Nagar by mapping existing groups, their savings patterns, and linkage to village-level works. Students will facilitate one joint learning session with SHG leaders."
